"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
49,500,1000,150,3,random,hdf5,0.993965630740006,1050301.96887654,18,NA
50,500,1000,150,3,random,hdf5,1,976580.608042086,21,NA
1,500,1000,500,3,random,hdf5,0.987208259772193,961873.351937051,5,NA
2,500,1000,500,3,random,hdf5,0.981539536128716,983055.717813634,3,NA
3,500,1000,500,3,random,hdf5,0.993172562145409,961016.796862542,4,NA
4,500,1000,500,3,random,hdf5,0.994280180532282,985315.614359637,4,NA
5,500,1000,500,3,random,hdf5,0.986759140163801,972528.20755766,3,NA
6,500,1000,500,3,random,hdf5,0.981231349081747,1011390.17014968,4,NA
7,500,1000,500,3,random,hdf5,0.994046894635861,937770.923207301,4,NA
8,500,1000,500,3,random,hdf5,0.987235797322215,983977.032556223,4,NA
9,500,1000,500,3,random,hdf5,0.975615999518851,976857.451493321,3,NA
10,500,1000,500,3,random,hdf5,1,995824.031048557,4,NA
11,500,1000,500,3,random,hdf5,0.987250383053492,975141.984064264,4,NA
12,500,1000,500,3,random,hdf5,0.973101541699942,957922.36547052,5,NA
13,500,1000,500,3,random,hdf5,0.974539772731054,1048143.4635697,4,NA
14,500,1000,500,3,random,hdf5,0.986300388172554,1034697.52387663,4,NA
15,500,1000,500,3,random,hdf5,0.980586636805055,1003139.7021831,5,NA
16,500,1000,500,3,random,hdf5,0.988203768589393,1072072.48141224,5,NA
17,500,1000,500,3,random,hdf5,0.993291099181544,955693.244154757,4,NA
18,500,1000,500,3,random,hdf5,0.981376911255095,1018702.04331529,4,NA
19,500,1000,500,3,random,hdf5,1,1076438.54840382,2,NA
20,500,1000,500,3,random,hdf5,0.988086180360967,974069.489923998,2,NA
21,500,1000,500,3,random,hdf5,0.995748519372611,1004908.11219431,4,NA
22,500,1000,500,3,random,hdf5,1,973710.352810721,3,NA
23,500,1000,500,3,random,hdf5,0.986592763381986,946485.954180522,4,NA
24,500,1000,500,3,random,hdf5,0.993226788438734,986857.111824775,5,NA
25,500,1000,500,3,random,hdf5,0.96746079681137,1011072.91152908,3,NA
26,500,1000,500,3,random,hdf5,0.980458651144521,1055408.23503927,4,NA
27,500,1000,500,3,random,hdf5,0.993257049610196,1057149.61133937,2,NA
28,500,1000,500,3,random,hdf5,0.974602776745563,1029311.82071394,4,NA
29,500,1000,500,3,random,hdf5,0.993271622258829,979911.365597973,4,NA
30,500,1000,500,3,random,hdf5,0.986530033401663,1032829.68203361,4,NA
31,500,1000,500,3,random,hdf5,0.987200263934608,1017044.97836499,3,NA
32,500,1000,500,3,random,hdf5,0.993116643912591,1023623.03540331,3,NA
33,500,1000,500,3,random,hdf5,0.993108621811213,941869.331378033,5,NA
34,500,1000,500,3,random,hdf5,0.987239046504816,892824.590592392,3,NA
35,500,1000,500,3,random,hdf5,0.987855443157995,1021440.53645276,3,NA
36,500,1000,500,3,random,hdf5,0.987326014599839,1032089.32067617,4,NA
37,500,1000,500,3,random,hdf5,0.993336972032367,951811.638337914,3,NA
38,500,1000,500,3,random,hdf5,0.986793416501263,1047802.73576593,3,NA
39,500,1000,500,3,random,hdf5,0.992934948930692,947391.407759629,4,NA
40,500,1000,500,3,random,hdf5,0.973747254101895,992311.375625574,5,NA
41,500,1000,500,3,random,hdf5,1,975003.80913141,3,NA
42,500,1000,500,3,random,hdf5,0.987694828313068,959882.893400832,3,NA
43,500,1000,500,3,random,hdf5,0.974411687934159,918014.404135875,4,NA
44,500,1000,500,3,random,hdf5,0.980545818993169,934312.911884201,4,NA
45,500,1000,500,3,random,hdf5,0.987318105690205,987416.507280017,4,NA
46,500,1000,500,3,random,hdf5,0.987291618210784,1063539.13340394,3,NA
47,500,1000,500,3,random,hdf5,0.986476127478642,971357.137149477,4,NA
48,500,1000,500,3,random,hdf5,0.995612142253514,1103661.51764871,4,NA
49,500,1000,500,3,random,hdf5,0.993139210834554,1014062.11950902,4,NA
50,500,1000,500,3,random,hdf5,0.993203507022302,976243.198087518,7,NA
1,2000,1000,10,3,random,hdf5,0.988528274209996,5004470.5232898,14,NA
2,2000,1000,10,3,random,hdf5,0.984273599861779,4861356.5550829,14,NA
3,2000,1000,10,3,random,hdf5,0.94750444290687,6179223.38662489,31,NA
4,2000,1000,10,3,random,hdf5,0.979957647215728,4987470.8210061,14,NA
5,2000,1000,10,3,random,hdf5,0.996824295689471,4888756.87232124,29,NA
6,2000,1000,10,3,random,hdf5,0.985615662791213,5313124.08818642,16,NA
7,2000,1000,10,3,random,hdf5,0.984314590180391,4838198.11850162,13,NA
8,2000,1000,10,3,random,hdf5,0.983076411969907,5295542.15237237,32,NA
9,2000,1000,10,3,random,hdf5,0.990784719346031,5063691.47419811,13,NA
10,2000,1000,10,3,random,hdf5,0.995584553989716,5234204.09693773,22,NA
11,2000,1000,10,3,random,hdf5,0.991278660989747,4791865.01656809,20,NA
12,2000,1000,10,3,random,hdf5,0.976718856157544,5823318.2635162,12,NA
13,2000,1000,10,3,random,hdf5,0.994065288329582,5381730.10934433,26,NA
14,2000,1000,10,3,random,hdf5,0.990230041918755,4547769.76991512,12,NA
15,2000,1000,10,3,random,hdf5,0.995746357386708,5897185.63820195,13,NA
16,2000,1000,10,3,random,hdf5,0.994770608275204,6108020.61365803,13,NA
17,2000,1000,10,3,random,hdf5,0.998515878273337,4640863.35668295,12,NA
18,2000,1000,10,3,random,hdf5,0.988605455076336,4871665.77376342,19,NA
19,2000,1000,10,3,random,hdf5,0.99591632566495,5075821.69141774,12,NA
20,2000,1000,10,3,random,hdf5,0.978557147474383,5310886.26967785,28,NA
21,2000,1000,10,3,random,hdf5,0.993435027782303,5176488.31095279,16,NA
22,2000,1000,10,3,random,hdf5,0.965294805766908,6701608.85089913,12,NA
23,2000,1000,10,3,random,hdf5,0.948790249984046,7842864.56446996,19,NA
24,2000,1000,10,3,random,hdf5,0.997098184296778,5028037.04598014,18,NA
25,2000,1000,10,3,random,hdf5,0.99062612939186,5893824.08722195,47,NA
26,2000,1000,10,3,random,hdf5,0.970702308894178,5328159.36657074,34,NA
27,2000,1000,10,3,random,hdf5,0.978951060469845,5118108.28359555,23,NA
28,2000,1000,10,3,random,hdf5,0.985996579467135,4499400.63930571,16,NA
29,2000,1000,10,3,random,hdf5,0.984888208487905,5908000.53148221,19,NA
30,2000,1000,10,3,random,hdf5,0.954126563304463,8099084.47700411,31,NA
31,2000,1000,10,3,random,hdf5,0.992613496507915,7857239.92314371,19,NA
32,2000,1000,10,3,random,hdf5,0.979304672460347,5131495.72411594,21,NA
33,2000,1000,10,3,random,hdf5,0.97851542873701,7614275.2640966,18,NA
34,2000,1000,10,3,random,hdf5,0.946253945696949,6279957.79175722,32,NA
35,2000,1000,10,3,random,hdf5,0.98859914391284,5713611.79415577,13,NA
36,2000,1000,10,3,random,hdf5,0.996387112556126,7329713.77751729,21,NA
37,2000,1000,10,3,random,hdf5,0.978494454638852,5305563.60495057,17,NA
38,2000,1000,10,3,random,hdf5,0.991777097887148,5941018.88604508,17,NA
39,2000,1000,10,3,random,hdf5,0.993806848884372,4888200.8047777,15,NA
40,2000,1000,10,3,random,hdf5,0.988989146460382,4825322.5627563,21,NA
41,2000,1000,10,3,random,hdf5,0.978580985375845,5007624.74466295,22,NA
42,2000,1000,10,3,random,hdf5,0.991918568127478,4923530.35955128,37,NA
43,2000,1000,10,3,random,hdf5,0.975160459643492,6288075.14089681,18,NA
44,2000,1000,10,3,random,hdf5,0.975472675313624,6523972.44227149,15,NA
45,2000,1000,10,3,random,hdf5,0.996813360202429,4918574.93074113,27,NA
46,2000,1000,10,3,random,hdf5,0.990845989926177,5259642.64421795,17,NA
47,2000,1000,10,3,random,hdf5,0.986530805403318,5439747.58537918,25,NA
48,2000,1000,10,3,random,hdf5,0.972527875325472,5666287.20479039,17,NA
49,2000,1000,10,3,random,hdf5,0.986407640336174,4890257.42987521,15,NA
50,2000,1000,10,3,random,hdf5,0.991678823439916,5004595.73408528,20,NA
1,2000,1000,35,3,random,hdf5,0.977540297523227,4433888.54310346,21,NA
2,2000,1000,35,3,random,hdf5,0.973893779080897,4634743.10504604,12,NA
3,2000,1000,35,3,random,hdf5,0.99195478549074,4585478.32813577,16,NA
4,2000,1000,35,3,random,hdf5,0.994029370904331,4428813.83563695,22,NA
5,2000,1000,35,3,random,hdf5,0.995327394778681,4842977.5276961,13,NA
6,2000,1000,35,3,random,hdf5,0.987090941271673,4481143.23049627,12,NA
7,2000,1000,35,3,random,hdf5,0.990297331906002,4249087.57656431,16,NA
8,2000,1000,35,3,random,hdf5,0.990442076550109,4283757.94983989,23,NA
9,2000,1000,35,3,random,hdf5,0.982558182027112,4363303.90243243,35,NA
10,2000,1000,35,3,random,hdf5,0.994892395512004,4541615.67163765,11,NA
11,2000,1000,35,3,random,hdf5,0.993414288518709,4168462.68293024,17,NA
12,2000,1000,35,3,random,hdf5,0.99577278948696,4346171.39398325,26,NA
13,2000,1000,35,3,random,hdf5,0.990430300168834,4401719.45191429,18,NA
14,2000,1000,35,3,random,hdf5,0.988756296451979,5160367.03425612,21,NA
15,2000,1000,35,3,random,hdf5,0.991949337862106,4335273.58494818,14,NA
16,2000,1000,35,3,random,hdf5,0.977997832809645,4477591.79590522,31,NA
17,2000,1000,35,3,random,hdf5,0.980713503554541,4156082.46700409,24,NA
18,2000,1000,35,3,random,hdf5,0.990256551471662,4523097.65000796,12,NA
19,2000,1000,35,3,random,hdf5,0.986055178500504,4303605.70008991,31,NA
20,2000,1000,35,3,random,hdf5,0.98941938750323,4544832.80491363,17,NA
21,2000,1000,35,3,random,hdf5,0.984559975525468,4453912.14209092,24,NA
22,2000,1000,35,3,random,hdf5,0.987234107311214,4496903.51530068,16,NA
23,2000,1000,35,3,random,hdf5,0.992367166685919,4244086.88091882,18,NA
24,2000,1000,35,3,random,hdf5,0.976948788884838,4389736.41650171,11,NA
25,2000,1000,35,3,random,hdf5,0.991750726870148,4100989.61247605,13,NA
26,2000,1000,35,3,random,hdf5,0.984875791169065,4434543.15274544,12,NA
27,2000,1000,35,3,random,hdf5,0.978914997096361,4955459.8923498,22,NA
28,2000,1000,35,3,random,hdf5,0.992242816674431,4466183.52960615,19,NA
29,2000,1000,35,3,random,hdf5,0.979243507734128,4237377.59399693,15,NA
30,2000,1000,35,3,random,hdf5,0.980843705238915,5036499.82562217,21,NA
31,2000,1000,35,3,random,hdf5,0.998285253639504,4710115.6672529,22,NA
32,2000,1000,35,3,random,hdf5,0.984323236021551,4233467.23471457,31,NA
33,2000,1000,35,3,random,hdf5,0.991946808156876,4263386.50059716,18,NA
34,2000,1000,35,3,random,hdf5,0.990758871321085,4160662.03673218,20,NA
35,2000,1000,35,3,random,hdf5,0.99657130586108,4547609.68085574,12,NA
36,2000,1000,35,3,random,hdf5,0.991929599841878,4413830.18144842,13,NA
37,2000,1000,35,3,random,hdf5,0.987280091327689,4027139.82431364,23,NA
38,2000,1000,35,3,random,hdf5,0.992149916293893,4291052.31513747,15,NA
39,2000,1000,35,3,random,hdf5,0.988369675647472,4510699.61495564,17,NA
40,2000,1000,35,3,random,hdf5,0.995329242965915,4409449.78835643,15,NA
41,2000,1000,35,3,random,hdf5,0.989594301446051,4225441.68859886,17,NA
42,2000,1000,35,3,random,hdf5,0.991687901858162,4146709.44591126,13,NA
