B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time
5,1.00E+05,1000,0.2,6,random,kmeans,306.003,9.644,363.82
6,1.00E+05,1000,0.2,6,random,kmeans,382.044,8.547,488.971
7,1.00E+05,1000,0.2,6,random,kmeans,307.684,9.677,422.31
8,1.00E+05,1000,0.2,6,random,kmeans,376.762,9.411,464.471
9,1.00E+05,1000,0.2,6,random,kmeans,316.612,9.627,398.86
10,1.00E+05,1000,0.2,6,random,kmeans,397.334,7.998,465.639
1,1.00E+05,1000,0.2,7,random,kmeans,322.235,9.717,382.45
2,1.00E+05,1000,0.2,7,random,kmeans,347.641,8.131,435.725
3,1.00E+05,1000,0.2,7,random,kmeans,248.892,9.74,281.001
4,1.00E+05,1000,0.2,7,random,kmeans,327.427,8.895,399.033
5,1.00E+05,1000,0.2,7,random,kmeans,318.523,7.996,392.845
6,1.00E+05,1000,0.2,7,random,kmeans,292.228,9.664,350.272
7,1.00E+05,1000,0.2,7,random,kmeans,321.883,9.584,368.682
8,1.00E+05,1000,0.2,7,random,kmeans,325.659,8.697,392.958
9,1.00E+05,1000,0.2,7,random,kmeans,285.647,8.114,305.3
10,1.00E+05,1000,0.2,7,random,kmeans,312.734,7.559,345.523
1,1.00E+05,1000,0.2,8,random,kmeans,379.635,8.659,450.778
2,1.00E+05,1000,0.2,8,random,kmeans,392.103,10.304,458.414
3,1.00E+05,1000,0.2,8,random,kmeans,436.686,8.051,517.937
4,1.00E+05,1000,0.2,8,random,kmeans,413.289,8.583,490.191
5,1.00E+05,1000,0.2,8,random,kmeans,431.942,8.7,517.949
6,1.00E+05,1000,0.2,8,random,kmeans,363.989,10.074,435.696
7,1.00E+05,1000,0.2,8,random,kmeans,374.4,9.396,449.906
8,1.00E+05,1000,0.2,8,random,kmeans,385.466,10.703,459.648
9,1.00E+05,1000,0.2,8,random,kmeans,357.266,10.439,428.987
10,1.00E+05,1000,0.2,8,random,kmeans,369.241,9.524,442.417
1,1.00E+05,1000,0.2,9,random,kmeans,356.552,10.645,426.43
2,1.00E+05,1000,0.2,9,random,kmeans,308.906,9.892,349.914
3,1.00E+05,1000,0.2,9,random,kmeans,364.603,9.93,416.907
4,1.00E+05,1000,0.2,9,random,kmeans,408.423,9.361,483.3
5,1.00E+05,1000,0.2,9,random,kmeans,381.021,9.663,457.977
6,1.00E+05,1000,0.2,9,random,kmeans,433.166,8.399,507.333
7,1.00E+05,1000,0.2,9,random,kmeans,406.614,8.515,478.308
8,1.00E+05,1000,0.2,9,random,kmeans,346.453,9.214,434.141
9,1.00E+05,1000,0.2,9,random,kmeans,405.501,9.886,483.357
10,1.00E+05,1000,0.2,9,random,kmeans,358.386,8.553,430.981
1,1.00E+05,1000,0.2,10,random,kmeans,417.609,9.233,480.55
2,1.00E+05,1000,0.2,10,random,kmeans,403.714,9.061,460.444
3,1.00E+05,1000,0.2,10,random,kmeans,440.512,8.622,484.077
4,1.00E+05,1000,0.2,10,random,kmeans,411.078,9,477.551
5,1.00E+05,1000,0.2,10,random,kmeans,422.717,8.317,490.171
6,1.00E+05,1000,0.2,10,random,kmeans,460.6,8.382,528.118
7,1.00E+05,1000,0.2,10,random,kmeans,324.891,9.785,382.379
8,1.00E+05,1000,0.2,10,random,kmeans,356.349,9.051,416.157
9,1.00E+05,1000,0.2,10,random,kmeans,358.685,9.3,412.505
10,1.00E+05,1000,0.2,10,random,kmeans,354.143,9.675,412.53
1,1.00E+05,1000,0.2,11,random,kmeans,381.968,9.055,438.034
2,1.00E+05,1000,0.2,11,random,kmeans,384.392,8.475,458.245
3,1.00E+05,1000,0.2,11,random,kmeans,360.419,7.962,440.259
4,1.00E+05,1000,0.2,11,random,kmeans,386.196,8.261,465.406
5,1.00E+05,1000,0.2,11,random,kmeans,382.765,9.012,460.146
6,1.00E+05,1000,0.2,11,random,kmeans,382.504,9.112,457.42
7,1.00E+05,1000,0.2,11,random,kmeans,380.82,9.254,463.834
8,1.00E+05,1000,0.2,11,random,kmeans,344.455,9.46,406.108
9,1.00E+05,1000,0.2,11,random,kmeans,352.962,9.256,427.735
10,1.00E+05,1000,0.2,11,random,kmeans,321.626,8.858,389.431
1,1.00E+05,1000,0.2,12,random,kmeans,414.338,10.57,505.369
2,1.00E+05,1000,0.2,12,random,kmeans,368.283,9.535,457.197
3,1.00E+05,1000,0.2,12,random,kmeans,429.386,8.967,512.899
4,1.00E+05,1000,0.2,12,random,kmeans,372.363,8.79,431.898
5,1.00E+05,1000,0.2,12,random,kmeans,404.24,8.251,470.247
6,1.00E+05,1000,0.2,12,random,kmeans,452.262,8.431,544.373
7,1.00E+05,1000,0.2,12,random,kmeans,423.788,10.018,504.865
8,1.00E+05,1000,0.2,12,random,kmeans,425.485,8.675,523.665
9,1.00E+05,1000,0.2,12,random,kmeans,462.015,8.442,563.761
10,1.00E+05,1000,0.2,12,random,kmeans,445.567,9.016,505.773
1,1.00E+05,1000,0.2,13,random,kmeans,357.706,9.629,434.329
2,1.00E+05,1000,0.2,13,random,kmeans,471.121,7.721,555.75
3,1.00E+05,1000,0.2,13,random,kmeans,321.09,9.636,385.682
4,1.00E+05,1000,0.2,13,random,kmeans,415.259,9.225,491.248
5,1.00E+05,1000,0.2,13,random,kmeans,426.076,8.395,474.451
6,1.00E+05,1000,0.2,13,random,kmeans,359.114,9.8,427.787
7,1.00E+05,1000,0.2,13,random,kmeans,389.169,9.946,442.024
8,1.00E+05,1000,0.2,13,random,kmeans,417.943,7.756,484.265
9,1.00E+05,1000,0.2,13,random,kmeans,398.006,9.126,476.308
10,1.00E+05,1000,0.2,13,random,kmeans,387.939,9.011,442.919
1,1.00E+05,1000,0.2,14,random,kmeans,463.499,10.495,533.474
2,1.00E+05,1000,0.2,14,random,kmeans,498.112,9.988,567.836
3,1.00E+05,1000,0.2,14,random,kmeans,489.765,8.721,568.002
4,1.00E+05,1000,0.2,14,random,kmeans,479.067,10.189,546.853
5,1.00E+05,1000,0.2,14,random,kmeans,531.788,9.643,587.841
6,1.00E+05,1000,0.2,14,random,kmeans,500.61,8.625,574.325
7,1.00E+05,1000,0.2,14,random,kmeans,492.492,9.42,577.214
8,1.00E+05,1000,0.2,14,random,kmeans,449.97,11.878,533.24
9,1.00E+05,1000,0.2,14,random,kmeans,413.582,11.142,477.146
10,1.00E+05,1000,0.2,14,random,kmeans,496.297,10.007,574.966
1,1.00E+05,1000,0.2,15,random,kmeans,543.802,10.715,670.748
2,1.00E+05,1000,0.2,15,random,kmeans,491.539,11.079,606.213
3,1.00E+05,1000,0.2,15,random,kmeans,470.94,11.022,540.777
4,1.00E+05,1000,0.2,15,random,kmeans,449.015,9.377,544.938
5,1.00E+05,1000,0.2,15,random,kmeans,484.229,9.014,572.306
6,1.00E+05,1000,0.2,15,random,kmeans,542.175,10.376,618.062
7,1.00E+05,1000,0.2,15,random,kmeans,518.76,10.421,590.596
8,1.00E+05,1000,0.2,15,random,kmeans,505.066,10.226,589.806
